,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,WhetherRemodelled,AgeofProperty
1111,60,RL,80.0,10480,Reg,Inside,NWAmes,2Story,7,6,Hip,Plywood,Plywood,BrkFace,660.0,TA,CBlock,TA,No,ALQ,403,400,803,TA,1098,866,1964,0,2,1,4,TA,8,1,Gd,Attchd,RFn,2,483,0,69,205000,0,32
1112,20,RL,73.0,7100,IR1,Corner,NAmes,1Story,5,7,Gable,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,No,GLQ,708,108,816,TA,816,0,816,1,1,0,2,TA,5,0,None,Detchd,Unf,1,308,0,0,129900,0,49
1113,20,RL,66.0,8923,Reg,Inside,NAmes,1Story,5,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,643,365,1008,Gd,1008,0,1008,1,1,0,2,Gd,6,0,None,Attchd,Unf,1,240,0,18,134500,1,54
1114,20,RL,90.0,5400,Reg,Inside,OldTown,1Story,5,7,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,415,418,833,Ex,833,0,833,0,1,0,2,Gd,4,0,None,Detchd,Unf,1,326,0,0,117000,1,52
1115,20,RL,93.0,12085,Reg,Inside,NridgHt,1Story,8,5,Hip,VinylSd,VinylSd,Stone,328.0,Gd,PConc,Ex,No,GLQ,1004,730,1734,Ex,1734,0,1734,1,2,0,3,Ex,7,1,Gd,Attchd,RFn,3,928,0,0,318000,0,0
1116,80,RL,69.0,7750,Reg,Inside,Gilbert,SLvl,8,5,Hip,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,353,55,408,Ex,779,640,1419,1,2,1,3,Gd,7,1,TA,BuiltIn,Fin,2,527,120,0,184100,0,7
1117,20,RL,57.0,9764,IR1,FR2,Sawyer,1Story,5,7,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,702,192,894,Ex,894,0,894,1,1,0,3,Gd,5,0,None,Attchd,RFn,2,450,0,0,130000,1,41
1118,80,RL,85.0,13825,Reg,Inside,Sawyer,SLvl,5,6,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,533,533,TA,1021,580,1601,0,1,0,3,TA,6,0,None,BuiltIn,RFn,1,300,280,34,140000,1,50
1119,20,RL,70.0,7560,Reg,Inside,NAmes,1Story,5,5,Gable,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,No,LwQ,369,671,1040,TA,1040,0,1040,0,1,0,3,TA,6,0,None,Attchd,RFn,1,286,140,0,133700,0,47
1120,30,RM,59.0,8263,Reg,Inside,IDOTRR,1Story,6,5,Gable,BrkFace,BrkFace,None,0.0,TA,BrkTil,TA,No,Unf,0,1012,1012,TA,1012,0,1012,0,1,0,2,TA,6,1,Gd,Detchd,Unf,1,308,0,22,118400,1,87
1121,20,RL,84.0,10084,Reg,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,196.0,Gd,PConc,Gd,Av,GLQ,24,1528,1552,Ex,1552,0,1552,0,2,0,3,Gd,7,0,None,Attchd,RFn,3,782,144,20,212900,1,1
1122,20,RL,69.0,8926,IR1,Corner,Edwards,1Story,4,3,Gable,AsbShng,AsbShng,None,0.0,TA,CBlock,TA,No,Unf,0,672,672,Ex,960,0,960,0,1,0,3,TA,5,0,None,Basment,Unf,1,288,64,0,112000,0,53
1123,20,RL,50.0,9405,Reg,Inside,Edwards,1Story,5,9,Hip,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Unf,0,698,698,Ex,698,0,698,0,1,0,2,TA,4,0,None,None,None,0,0,0,200,118000,1,62
1124,80,RL,69.0,9125,IR1,Inside,Gilbert,SLvl,7,5,Gable,HdBoard,HdBoard,BrkFace,170.0,TA,PConc,Gd,No,Unf,0,384,384,Gd,812,670,1482,0,2,1,3,Gd,7,1,TA,Attchd,Fin,2,392,100,25,163900,0,15
1125,20,RL,60.0,10434,Reg,Inside,NAmes,1Story,4,5,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,Unf,0,1005,1005,TA,1005,0,1005,0,1,0,2,Fa,5,1,TA,Detchd,Unf,2,672,0,0,115000,0,54
1126,120,RL,53.0,3684,Reg,Inside,Blmngtn,1Story,7,5,Hip,VinylSd,VinylSd,BrkFace,130.0,Gd,PConc,Gd,No,Unf,0,1373,1373,Ex,1555,0,1555,0,2,0,2,Gd,7,1,TA,Attchd,Fin,3,660,143,20,174000,0,2
1127,20,RL,182.0,14572,IR3,Corner,Gilbert,1Story,7,5,Hip,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,1300,230,1530,Ex,1530,0,1530,1,2,0,3,Gd,7,1,Gd,Attchd,Fin,3,630,144,36,259000,0,3
1128,60,RL,59.0,11796,IR1,Inside,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,Unf,0,847,847,Ex,847,1112,1959,0,2,1,4,Gd,8,1,Gd,BuiltIn,Fin,2,434,100,48,215000,1,3
1129,90,RM,60.0,7200,Reg,Inside,OldTown,SFoyer,5,5,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,CBlock,Gd,Gd,GLQ,936,0,936,TA,936,0,936,1,1,0,2,TA,4,0,None,Detchd,Unf,2,672,49,0,140000,0,27
1130,50,RL,65.0,7804,Reg,Inside,SWISU,1.5Fin,4,3,Gable,WdShing,Plywood,None,0.0,TA,BrkTil,TA,No,BLQ,622,500,1122,TA,1328,653,1981,1,2,0,4,Gd,7,2,TA,Detchd,Unf,2,576,431,44,135000,1,81
1131,20,RL,63.0,10712,Reg,Inside,Mitchel,1Story,5,5,Gable,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,Mn,BLQ,212,762,974,TA,974,0,974,0,1,0,3,TA,5,0,None,None,None,0,0,0,28,93500,1,16
1132,70,RM,90.0,9900,Reg,Inside,OldTown,2Story,6,4,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Mn,Unf,0,1008,1008,TA,1178,1032,2210,0,2,0,5,Fa,8,0,None,Detchd,Unf,1,205,0,48,117500,1,127
1133,60,RL,80.0,9828,IR1,Inside,SawyerW,2Story,8,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,584,544,1128,Ex,1142,878,2020,0,2,1,3,Gd,8,1,TA,Attchd,RFn,2,466,0,155,239500,0,14
1134,60,RL,57.0,8773,IR1,Inside,Gilbert,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Av,Unf,0,916,916,Gd,916,684,1600,0,2,1,3,TA,7,1,TA,Attchd,Fin,2,460,100,38,169000,0,10
1135,30,RM,60.0,6180,Reg,Corner,BrkSide,1Story,6,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,960,960,TA,986,0,986,0,1,0,2,TA,5,1,Gd,Detchd,Unf,1,180,0,128,102000,1,81
1136,50,RL,80.0,9600,Reg,Inside,NAmes,1.5Fin,6,5,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,280,752,1032,TA,1032,220,1252,0,1,0,3,TA,6,0,None,Attchd,Unf,1,288,0,0,119000,0,58
1137,50,RL,54.0,6342,Reg,Inside,Sawyer,1.5Fin,5,8,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Unf,0,780,780,Gd,780,240,1020,0,1,0,2,TA,6,0,None,None,None,0,0,0,0,94000,1,135
1138,20,RL,69.0,9819,IR1,Inside,Mitchel,1Story,6,5,Gable,Plywood,ImStucc,None,0.0,TA,PConc,TA,Gd,ALQ,1567,0,1567,TA,1567,0,1567,1,2,0,2,Gd,5,2,TA,Attchd,RFn,2,714,264,32,196000,0,32
1139,30,RL,98.0,8731,IR1,Inside,BrkSide,1Story,5,5,Gable,Stucco,Stucco,None,0.0,TA,BrkTil,TA,No,BLQ,645,270,915,TA,1167,0,1167,0,1,0,3,TA,6,1,Gd,Detchd,Unf,2,495,0,0,144000,1,87
1140,20,RL,60.0,7350,Reg,Corner,NAmes,1Story,5,7,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Mn,ALQ,852,100,952,TA,952,0,952,1,1,0,2,TA,4,0,None,Detchd,Unf,2,840,0,0,139000,0,57
1141,60,RL,69.0,10304,IR1,CulDSac,NWAmes,2Story,5,7,Gable,Plywood,Plywood,BrkFace,44.0,TA,CBlock,TA,No,ALQ,381,399,780,Ex,1088,780,1868,1,2,1,4,Gd,9,1,TA,Attchd,Unf,2,484,448,96,197500,0,33
1142,60,RL,77.0,9965,Reg,Inside,CollgCr,2Story,8,5,Hip,VinylSd,VinylSd,Stone,340.0,Gd,PConc,Ex,Gd,GLQ,1150,316,1466,Ex,1466,1362,2828,1,3,0,4,Gd,11,1,TA,BuiltIn,RFn,3,1052,125,144,424870,1,1
1143,20,RL,69.0,9000,Reg,Inside,Sawyer,1Story,5,3,Gable,Wd Sdng,Plywood,None,0.0,TA,CBlock,TA,No,GLQ,288,718,1006,TA,1006,0,1006,0,1,0,3,TA,5,0,None,None,None,0,0,0,24,80000,0,49
1144,190,RL,60.0,12180,Reg,Inside,Edwards,1.5Fin,4,4,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,Gd,No,BLQ,348,324,672,Fa,672,252,924,1,1,0,2,Fa,5,0,None,Detchd,Unf,1,280,0,0,80000,1,69
1145,50,RM,52.0,6240,Reg,Inside,BrkSide,1.5Fin,5,6,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,1042,1042,Ex,1042,534,1576,0,1,0,3,TA,8,1,Gd,Detchd,Unf,1,225,0,0,149000,1,78
1146,20,RL,69.0,11200,Reg,Inside,SawyerW,1Story,6,5,Gable,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,CBlock,Gd,No,GLQ,1258,40,1298,TA,1298,0,1298,1,2,0,3,Gd,5,1,TA,Attchd,Unf,2,403,165,26,180000,0,21
1147,70,RL,75.0,12000,Reg,Inside,Crawfor,2Story,7,7,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,275,429,704,Ex,860,704,1564,0,1,1,3,Fa,7,1,Gd,Attchd,Unf,1,234,0,0,174500,1,68
1148,50,RM,69.0,5700,Reg,Inside,OldTown,1.5Fin,7,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Unf,0,572,572,TA,572,539,1111,0,1,0,2,TA,5,1,Gd,Detchd,Unf,1,288,0,0,116900,1,82
1149,70,RM,50.0,9000,Reg,Inside,OldTown,2Story,7,9,Hip,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,ALQ,624,26,650,Ex,832,650,1482,0,1,0,3,TA,7,0,None,Detchd,Unf,2,324,0,0,143000,1,89
1150,20,RL,57.0,8280,IR1,Inside,NAmes,1Story,6,5,Gable,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,Unf,0,932,932,Ex,932,0,932,0,1,0,2,Gd,4,1,Gd,Attchd,Unf,1,306,0,0,124000,0,57
1151,20,RL,134.0,17755,Reg,Inside,Edwards,1Story,5,4,Gable,HdBoard,Plywood,BrkFace,132.0,TA,CBlock,TA,No,BLQ,176,1290,1466,TA,1466,0,1466,0,1,1,3,Fa,6,2,Gd,Attchd,Fin,2,528,0,140,149900,0,47
1152,20,RL,90.0,14115,IR1,Inside,Crawfor,1Story,6,7,Gable,Stone,Stone,None,0.0,TA,PConc,TA,No,ALQ,296,230,1073,Ex,1811,0,1811,0,1,0,2,Ex,6,1,Gd,Attchd,Fin,2,470,0,0,230000,1,50
1153,30,RM,69.0,5890,Reg,Corner,IDOTRR,1Story,6,8,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,TA,Av,ALQ,538,278,816,Ex,816,0,816,0,1,0,2,TA,5,0,None,Detchd,Unf,1,432,0,0,120500,1,78
1154,60,RL,69.0,13700,IR1,Inside,NAmes,2Story,7,6,Gable,VinylSd,VinylSd,Stone,288.0,TA,CBlock,TA,Gd,ALQ,454,410,864,TA,902,918,1820,0,1,2,4,Gd,8,2,Gd,Attchd,Unf,2,492,60,84,201800,1,43
1155,20,RL,90.0,10768,IR1,Corner,Veenker,1Story,5,8,Gable,Plywood,Plywood,None,0.0,Gd,CBlock,Gd,Gd,ALQ,1157,280,1437,TA,1437,0,1437,1,2,0,3,Gd,6,1,Fa,Attchd,RFn,2,528,0,21,218000,1,31
1156,80,RL,85.0,9350,Reg,Inside,NAmes,SLvl,5,8,Gable,BrkFace,BrkFace,None,0.0,TA,PConc,TA,Gd,ALQ,633,586,1219,Gd,1265,0,1265,0,2,0,3,Gd,6,1,Gd,Attchd,RFn,2,502,0,92,179900,1,43
1157,120,RL,34.0,5001,IR1,Inside,NridgHt,1Story,7,5,Gable,VinylSd,VinylSd,Stone,166.0,Gd,PConc,Gd,No,GLQ,904,410,1314,Ex,1314,0,1314,1,2,0,2,Gd,6,1,Gd,Attchd,RFn,2,626,172,62,230000,1,2
1158,20,RL,92.0,11932,Reg,FR2,Somerst,1Story,8,5,Gable,VinylSd,VinylSd,Stone,186.0,Gd,PConc,Gd,No,Unf,0,1580,1580,Ex,1580,0,1580,0,2,0,3,Gd,7,0,None,Attchd,RFn,3,830,0,24,235128,1,1
1159,60,RL,76.0,9120,Reg,Inside,NWAmes,2Story,6,6,Hip,HdBoard,HdBoard,BrkFace,270.0,Gd,CBlock,TA,No,ALQ,442,459,901,TA,943,933,1876,0,2,1,4,Gd,8,1,TA,Attchd,RFn,2,540,0,69,185000,0,34
1160,160,RL,24.0,2280,Reg,Inside,NPkVill,2Story,6,5,Gable,Plywood,Brk Cmn,None,0.0,TA,CBlock,Gd,No,ALQ,311,544,855,Fa,855,601,1456,0,2,1,3,TA,7,1,TA,Attchd,Unf,2,440,26,0,146000,0,32
1161,20,RL,69.0,14778,IR1,CulDSac,Crawfor,1Story,6,7,Hip,HdBoard,HdBoard,BrkFace,72.0,Gd,CBlock,TA,No,BLQ,728,568,1296,Ex,1640,0,1640,1,1,0,3,Gd,7,1,Gd,Detchd,Unf,2,924,108,0,224000,1,54
1162,20,RL,109.0,8724,Reg,Inside,Sawyer,1Story,5,5,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,Gd,No,BLQ,492,402,894,Gd,894,0,894,0,1,0,3,TA,5,1,Po,Attchd,Fin,2,450,0,0,129000,0,39
1163,90,RL,60.0,12900,Reg,Inside,Sawyer,SFoyer,4,4,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,Av,GLQ,1198,0,1198,TA,1258,0,1258,2,0,2,0,TA,6,0,None,CarPort,Unf,2,400,120,0,108959,0,39
1164,80,RL,69.0,16157,IR1,FR2,Veenker,SLvl,5,7,Gable,Plywood,Plywood,None,0.0,TA,PConc,Gd,Gd,ALQ,680,289,1360,Ex,1432,0,1432,1,1,1,2,Gd,5,1,TA,Attchd,Unf,2,588,168,180,194000,0,29
1165,20,RL,79.0,9541,IR1,Inside,NridgHt,1Story,7,5,Gable,VinylSd,VinylSd,Stone,268.0,Gd,PConc,Gd,No,Unf,0,1502,1502,Ex,1502,0,1502,0,2,0,3,Gd,7,0,None,Attchd,RFn,2,644,0,114,233170,0,0
1166,20,RL,64.0,10475,IR1,Corner,CollgCr,1Story,8,5,Gable,VinylSd,VinylSd,Stone,72.0,Gd,PConc,Gd,Av,Unf,0,1694,1694,Ex,1694,0,1694,0,2,0,3,Gd,7,0,None,Attchd,RFn,3,776,160,33,245350,0,2
1167,60,RL,58.0,10852,IR1,Inside,Gilbert,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,786,173,959,Ex,959,712,1671,1,2,1,3,TA,7,1,TA,Attchd,Fin,2,472,0,38,173000,0,6
1168,70,RL,120.0,13728,Reg,Corner,Edwards,2Story,6,7,Hip,Stucco,Stucco,None,0.0,TA,CBlock,TA,No,Rec,626,501,1127,Ex,1236,872,2108,0,2,0,4,Gd,7,2,TA,Basment,Unf,2,540,0,0,235000,1,73
1169,60,RL,118.0,35760,IR1,CulDSac,NoRidge,2Story,10,5,Hip,HdBoard,HdBoard,BrkFace,1378.0,Gd,PConc,Ex,Gd,GLQ,1387,543,1930,Ex,1831,1796,3627,1,3,1,4,Gd,10,1,TA,Attchd,Fin,3,807,361,76,625000,1,11
1170,80,RL,76.0,9880,Reg,Inside,Mitchel,SLvl,6,6,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,Av,ALQ,522,574,1096,TA,1118,0,1118,1,1,0,3,TA,6,1,Po,Attchd,Fin,1,358,203,0,171000,0,31
1171,20,RL,76.0,9120,Reg,Inside,NAmes,1Story,6,6,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,ALQ,662,599,1261,Ex,1261,0,1261,1,1,0,3,TA,6,1,TA,Attchd,RFn,2,433,0,0,163000,0,50
1172,160,FV,35.0,4017,IR1,Inside,Somerst,2Story,7,5,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,Unf,0,625,625,Ex,625,625,1250,0,2,1,2,Gd,5,0,None,Detchd,Fin,2,625,0,54,171900,1,2
1173,50,RL,138.0,18030,IR1,Inside,ClearCr,1.5Fin,5,6,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,152,977,1598,TA,1636,971,3086,0,3,0,3,Ex,12,1,Gd,None,None,0,0,122,0,200500,1,61
1174,70,RL,80.0,16560,IR1,Inside,Crawfor,2Story,6,8,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Gd,No,Rec,503,449,952,TA,1170,1175,2345,0,2,1,4,TA,9,1,Gd,Detchd,Unf,2,360,0,0,239000,1,74
1175,50,RL,85.0,10678,Reg,Inside,NoRidge,1.5Fin,8,5,Hip,HdBoard,HdBoard,BrkFace,337.0,Gd,PConc,Gd,No,GLQ,700,983,1683,Ex,2129,743,2872,0,2,1,4,Gd,9,1,TA,Attchd,Fin,2,541,0,33,285000,1,15
1176,20,RL,37.0,6951,IR1,CulDSac,Mitchel,1Story,5,5,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,658,218,876,TA,923,0,923,1,1,0,3,TA,5,0,None,Attchd,Unf,1,264,362,0,119500,1,24
1177,50,RM,69.0,3950,Reg,Inside,OldTown,1.5Fin,6,8,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,468,350,818,TA,818,406,1224,0,1,0,3,TA,5,0,None,Detchd,Unf,1,210,0,0,115000,1,83
1178,50,RL,54.0,7681,IR1,FR2,Crawfor,1.5Fin,5,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,731,731,Ex,820,523,1343,0,1,1,3,TA,7,1,Gd,Detchd,Unf,1,186,192,0,154900,1,88
1179,20,RL,77.0,8335,Reg,Corner,Edwards,1Story,5,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Slab,None,None,None,0,0,0,Gd,1124,0,1124,0,1,0,3,TA,5,1,Gd,None,None,0,0,0,36,93000,0,52
1180,60,RL,69.0,11170,IR2,Corner,Timber,2Story,7,5,Gable,MetalSd,MetalSd,None,0.0,TA,Wood,Gd,No,LwQ,1216,0,1216,Ex,1298,1216,2514,0,2,1,4,TA,8,0,None,Attchd,Fin,2,693,0,0,250000,1,16
1181,120,RM,64.0,5587,IR1,Inside,Crawfor,1Story,8,5,Hip,CemntBd,CmentBd,Stone,186.0,Ex,PConc,Ex,Gd,GLQ,1480,120,1600,Ex,1652,0,1652,1,2,0,2,Gd,5,1,Gd,Attchd,Fin,2,482,162,53,392500,0,0
1183,30,RL,60.0,10800,Reg,Inside,OldTown,1Story,5,6,Hip,Stucco,Stucco,None,0.0,TA,BrkTil,TA,No,Rec,821,299,1120,Ex,1130,0,1130,1,1,0,2,TA,5,1,Gd,Detchd,Unf,2,720,229,0,120000,1,86
1184,20,RL,50.0,35133,Reg,Inside,Timber,1Story,5,4,Hip,MetalSd,MetalSd,BrkFace,226.0,TA,CBlock,TA,Gd,Rec,1159,413,1572,Gd,1572,0,1572,1,1,1,3,TA,5,2,TA,2Types,RFn,3,995,0,263,186700,0,44
1185,50,RL,60.0,9738,Reg,Inside,Edwards,1.5Fin,5,7,Gable,AsbShng,AsbShng,None,0.0,TA,BrkTil,TA,No,BLQ,392,392,784,Gd,949,272,1221,1,1,0,4,TA,7,0,None,Attchd,Unf,1,392,0,0,104900,1,82
1186,190,RL,107.0,10615,IR1,Corner,OldTown,2Story,3,5,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Fa,Mn,BLQ,440,538,978,TA,1014,685,1699,1,2,0,3,TA,7,0,None,CarPort,Unf,2,420,0,74,95000,1,109
1187,20,RL,89.0,12461,Reg,Corner,NoRidge,1Story,8,5,Gable,ImStucc,ImStucc,None,0.0,Gd,PConc,Gd,No,GLQ,1456,168,1624,Ex,1624,0,1624,1,2,0,2,Gd,5,1,Fa,Attchd,RFn,3,757,0,114,262000,1,12
1188,60,RL,68.0,8935,IR1,Inside,CollgCr,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,95.0,Gd,PConc,Gd,No,Unf,0,831,831,Ex,831,829,1660,0,2,1,3,Gd,7,0,None,Attchd,RFn,2,493,144,68,195000,0,7
1189,60,RL,60.0,7500,Reg,Inside,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0,994,994,Gd,1028,776,1804,0,2,1,3,Gd,7,1,TA,Attchd,Fin,2,442,140,60,189000,0,11
1190,190,RL,69.0,32463,Reg,Inside,Mitchel,1Story,4,4,Gable,MetalSd,MetalSd,Stone,149.0,TA,CBlock,TA,Av,BLQ,1159,90,1249,Ex,1622,0,1622,1,1,0,3,TA,7,1,TA,2Types,Fin,4,1356,439,0,168000,1,46
1191,160,FV,24.0,2645,Reg,Inside,Somerst,2Story,8,5,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,PConc,Gd,No,Unf,0,776,776,Ex,764,677,1441,0,2,1,2,Gd,5,0,None,Detchd,Unf,2,492,206,0,174000,1,8
1192,50,RM,60.0,9600,Reg,Inside,OldTown,1.5Fin,5,8,Gambrel,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Mn,Unf,0,702,702,Gd,842,630,1472,0,1,0,3,Gd,6,0,None,Detchd,Unf,1,250,0,0,125000,1,82
1194,60,RL,80.0,9364,Reg,Corner,Sawyer,2Story,6,7,Gable,HdBoard,HdBoard,Stone,143.0,TA,CBlock,TA,No,ALQ,371,292,663,TA,663,689,1352,0,1,1,4,TA,7,0,None,Attchd,Fin,1,299,379,36,158000,0,41
1195,60,RL,51.0,8029,IR1,Inside,Gilbert,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,0,None,Attchd,Fin,2,400,100,24,176000,0,3
1196,60,RL,58.0,14054,IR1,Inside,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,Unf,0,879,879,Ex,879,984,1863,0,2,1,4,Gd,9,1,Gd,BuiltIn,Fin,3,660,100,17,219210,0,0
1197,75,RM,65.0,8850,IR1,Corner,OldTown,2.5Unf,7,6,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,815,815,Ex,815,875,1690,0,1,0,3,TA,7,1,Gd,Detchd,Unf,1,225,0,0,144000,1,90
1198,20,RL,70.0,9100,Reg,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,1212,1212,Ex,1212,0,1212,0,2,0,3,Gd,6,0,None,Attchd,RFn,2,573,356,0,178000,0,8
1199,20,RL,75.0,11235,Reg,Inside,Sawyer,1Story,4,5,Gable,HdBoard,HdBoard,BrkFace,51.0,TA,CBlock,TA,No,Rec,547,504,1051,Gd,1382,0,1382,0,1,1,3,TA,6,1,Po,Attchd,Unf,2,459,0,82,148000,1,43
1200,20,RL,71.0,9353,Reg,Inside,NAmes,1Story,4,5,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,864,864,Gd,864,0,864,0,1,0,3,TA,5,0,None,Attchd,Unf,1,280,0,0,116050,0,36
1201,60,RL,80.0,10400,Reg,Corner,CollgCr,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Av,Unf,0,866,866,Ex,866,913,1779,0,2,1,3,Gd,6,0,None,Attchd,RFn,2,546,198,36,197900,0,11
1202,50,RM,50.0,6000,Reg,Corner,BrkSide,1.5Fin,5,8,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,884,884,Ex,884,464,1348,1,1,0,3,TA,5,1,Fa,Detchd,Unf,1,216,0,0,117000,1,84
1203,20,RL,75.0,9750,Reg,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,171.0,Gd,PConc,Gd,No,Unf,0,1630,1630,Ex,1630,0,1630,0,2,0,3,Gd,6,1,TA,Attchd,Unf,2,451,74,234,213000,1,9
1204,20,RL,78.0,10140,Reg,Inside,NWAmes,1Story,5,6,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,No,ALQ,788,268,1056,Ex,1074,0,1074,1,1,1,3,TA,6,0,None,Attchd,RFn,2,495,0,88,153500,0,31
1206,20,RH,69.0,8900,Reg,Inside,SawyerW,1Story,4,4,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Rec,1056,0,1056,TA,1056,0,1056,1,1,0,2,TA,5,0,None,Detchd,Unf,1,384,0,42,107000,0,40
1207,20,RL,70.0,9135,Reg,Inside,CollgCr,1Story,6,5,Gable,VinylSd,VinylSd,BrkFace,120.0,Gd,PConc,Gd,Av,GLQ,340,1342,1682,Ex,1700,0,1700,1,2,0,3,Gd,7,0,None,Attchd,RFn,2,544,192,23,200000,0,3
1208,20,RL,70.0,7763,Reg,Inside,NAmes,1Story,5,7,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,504,319,931,TA,1283,0,1283,1,1,0,3,TA,6,0,None,Detchd,Unf,2,506,0,0,140000,1,46
1209,20,RL,85.0,10182,IR1,CulDSac,Somerst,1Story,8,5,Hip,VinylSd,VinylSd,Stone,420.0,Gd,PConc,Ex,Mn,GLQ,1220,440,1660,Ex,1660,0,1660,1,2,0,3,Gd,8,1,Gd,Attchd,RFn,2,500,322,50,290000,0,0
1211,50,RL,152.0,12134,IR1,Inside,Gilbert,1.5Fin,8,7,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Wood,Gd,Av,GLQ,427,132,559,Gd,1080,672,1752,0,2,0,4,TA,8,0,None,Basment,RFn,2,492,325,12,164000,1,22
1212,30,RL,50.0,9340,Reg,Inside,Edwards,1Story,4,6,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,344,328,672,TA,672,0,672,1,1,0,2,TA,4,0,None,Attchd,Unf,1,234,0,113,113000,1,68
